Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,activity,source_file,time_seconds
10.48,1290000,6.291962,4.802769,6.320693,-0.053026,-0.017054,-0.127636,cycling,cycling-gisela-01.csv,10.48
10.5,1290020,5.918467,4.807557,6.330269,-0.099124,0.010925,-0.148686,cycling,cycling-gisela-01.csv,10.5
10.52,1290040,5.822699,4.879383,6.349423,-0.10392,0.026247,-0.181861,cycling,cycling-gisela-01.csv,10.52
10.54,1290060,5.990293,4.874595,6.354211,-0.10925,0.024648,-0.190787,cycling,cycling-gisela-01.csv,10.54
10.56,1290080,6.05733,4.865018,6.373365,-0.106585,0.037038,-0.167338,cycling,cycling-gisela-01.csv,10.56
10.58,1290100,6.162675,4.860229,6.512228,-0.107384,0.060753,-0.128568,cycling,cycling-gisela-01.csv,10.58
10.6,1290120,6.282385,5.0374,6.708553,-0.090198,0.105919,-0.123239,cycling,cycling-gisela-01.csv,10.6
10.62,1290140,6.641516,5.295974,6.904878,-0.064484,0.156946,-0.1744,cycling,cycling-gisela-01.csv,10.62
10.64,1290160,6.732495,5.252879,7.053318,-0.039836,0.235953,-0.200513,cycling,cycling-gisela-01.csv,10.64
10.66,1290180,6.852205,5.185841,7.158663,-0.045832,0.300703,-0.184126,cycling,cycling-gisela-01.csv,10.66
10.68,1290200,7.038953,5.21936,7.144298,-0.071412,0.310828,-0.142824,cycling,cycling-gisela-01.csv,10.68
10.7,1290220,7.321469,5.257667,7.053318,-0.086467,0.262998,-0.092063,cycling,cycling-gisela-01.csv,10.7
10.72,1290240,7.354988,5.137957,7.153875,-0.108983,0.184792,-0.041302,cycling,cycling-gisela-01.csv,10.72
10.74,1290260,7.177817,5.109226,7.16824,-0.117776,0.108717,0.002931,cycling,cycling-gisela-01.csv,10.74
10.76,1290280,6.880936,5.12838,7.115568,-0.113247,0.044233,0.029577,cycling,cycling-gisela-01.csv,10.76
10.78,1290300,6.617573,5.233725,6.971915,-0.094727,-0.000933,0.021983,cycling,cycling-gisela-01.csv,10.78
10.8,1290320,6.359,5.137957,6.880936,-0.055691,-0.033308,0.001066,cycling,cycling-gisela-01.csv,10.8
10.82,1290340,6.272809,5.157111,6.794744,-0.043567,-0.03957,0.001332,cycling,cycling-gisela-01.csv,10.82
10.84,1290360,6.153099,5.171476,6.775591,-0.034374,-0.01772,0.015455,cycling,cycling-gisela-01.csv,10.84
10.86,1290380,6.033388,5.310339,6.780379,-0.028778,0.001332,0.018519,cycling,cycling-gisela-01.csv,10.86
10.88,1290400,6.076484,5.45878,6.794744,-0.015988,0.019985,0.006795,cycling,cycling-gisela-01.csv,10.88
10.9,1290420,6.224925,5.33907,6.852205,-0.01692,0.042634,0.032642,cycling,cycling-gisela-01.csv,10.9
10.92,1290440,6.574478,5.291186,6.761226,-0.031176,0.05196,0.087133,cycling,cycling-gisela-01.csv,10.92
10.94,1290460,6.885724,5.377377,6.675035,-0.04783,0.045565,0.144822,cycling,cycling-gisela-01.csv,10.94
10.96,1290480,6.775591,5.420473,6.651093,-0.031176,0.045432,0.160011,cycling,cycling-gisela-01.csv,10.96
10.98,1290500,6.512228,5.382165,6.517017,-0.013057,0.045032,0.15255,cycling,cycling-gisela-01.csv,10.98
11.0,1290520,6.196194,5.228937,6.363788,0.007061,0.049562,0.145888,cycling,cycling-gisela-01.csv,11.0
11.02,1290540,5.966351,5.0374,6.244078,0.017853,0.049296,0.141625,cycling,cycling-gisela-01.csv,11.02
11.04,1290560,5.693412,4.994305,6.042965,0.002798,0.023315,0.129501,cycling,cycling-gisela-01.csv,11.04
11.06,1290580,5.971139,5.147533,6.14831,0.002798,-0.049962,0.06555,cycling,cycling-gisela-01.csv,11.06
11.08,1290600,6.320693,5.209783,6.248867,-0.008527,-0.065417,0.003331,cycling,cycling-gisela-01.csv,11.08
11.1,1290620,6.296751,5.363012,6.584054,-0.0429,-0.029311,-0.04783,cycling,cycling-gisela-01.csv,11.1
11.12,1290640,6.488286,5.501875,6.651093,-0.073544,0.005462,-0.113513,cycling,cycling-gisela-01.csv,11.12
11.14,1290660,6.924031,5.679047,6.497863,-0.114046,0.009593,-0.168404,cycling,cycling-gisela-01.csv,11.14
11.16,1290680,7.072472,6.004658,6.411672,-0.139227,-0.006262,-0.18719,cycling,cycling-gisela-01.csv,11.16
11.18,1290700,7.053318,6.186617,6.430826,-0.118443,-0.020917,-0.188122,cycling,cycling-gisela-01.csv,11.18
11.2,1290720,6.95755,6.090849,6.435614,-0.105386,-0.022649,-0.144023,cycling,cycling-gisela-01.csv,11.2
11.22,1290740,6.938396,5.932832,6.421249,-0.096992,-0.035839,-0.06928,cycling,cycling-gisela-01.csv,11.22
11.24,1290760,6.708553,5.779603,6.411672,-0.097392,-0.051294,-0.01772,cycling,cycling-gisela-01.csv,11.24
11.26,1290780,6.416461,5.631162,6.445191,-0.101256,-0.075542,0.003198,cycling,cycling-gisela-01.csv,11.26
11.28,1290800,6.287174,5.497087,6.378153,-0.112714,-0.083536,0.003331,cycling,cycling-gisela-01.csv,11.28
11.3,1290820,6.277597,5.521029,6.382942,-0.116311,-0.092196,-0.015055,cycling,cycling-gisela-01.csv,11.3
11.32,1290840,6.263232,5.602432,6.354211,-0.113779,-0.106985,-0.059288,cycling,cycling-gisela-01.csv,11.32
11.34,1290860,6.378153,5.707777,6.363788,-0.089931,-0.128168,-0.103654,cycling,cycling-gisela-01.csv,11.34
11.36,1290880,6.603208,5.57849,6.272809,-0.070346,-0.166539,-0.129101,cycling,cycling-gisela-01.csv,11.36
11.38,1290900,6.684611,5.358223,6.124368,-0.068747,-0.197049,-0.108051,cycling,cycling-gisela-01.csv,11.38
11.4,1290920,6.363788,5.228937,6.14831,-0.08247,-0.21277,-0.096193,cycling,cycling-gisela-01.csv,11.4
11.42,1290940,6.344635,5.319916,6.186617,-0.083669,-0.231556,-0.12164,cycling,cycling-gisela-01.csv,11.42
11.44,1290960,6.397307,5.200206,6.177041,-0.08247,-0.196649,-0.132965,cycling,cycling-gisela-01.csv,11.44
11.46,1290980,6.244078,5.166687,6.133945,-0.099124,-0.150418,-0.130167,cycling,cycling-gisela-01.csv,11.46
11.48,1291000,5.837064,5.090073,6.248867,-0.120574,-0.092862,-0.147221,cycling,cycling-gisela-01.csv,11.48
11.5,1291020,5.540183,4.975151,6.315904,-0.134564,-0.03011,-0.157879,cycling,cycling-gisela-01.csv,11.5
11.52,1291040,5.310339,4.841076,6.435614,-0.153882,0.037305,-0.133098,cycling,cycling-gisela-01.csv,11.52
11.54,1291060,5.382165,4.879383,6.540959,-0.176931,0.08327,-0.097925,cycling,cycling-gisela-01.csv,11.54
11.56,1291080,5.664681,5.137957,6.569689,-0.196916,0.104187,-0.095527,cycling,cycling-gisela-01.csv,11.56
11.58,1291100,5.880159,5.48751,6.646304,-0.20904,0.106985,-0.137628,cycling,cycling-gisela-01.csv,11.58
11.6,1291120,6.263232,5.544971,6.871359,-0.179329,0.134564,-0.199714,cycling,cycling-gisela-01.csv,11.6
11.62,1291140,6.382942,5.406107,7.086837,-0.142691,0.250608,-0.211971,cycling,cycling-gisela-01.csv,11.62
11.64,1291160,6.59842,5.295974,7.283162,-0.133764,0.352796,-0.163208,cycling,cycling-gisela-01.csv,11.64
11.66,1291180,7.019799,5.525817,7.422025,-0.162409,0.40036,-0.105253,cycling,cycling-gisela-01.csv,11.66
11.68,1291200,7.240066,5.655105,7.584831,-0.202112,0.401825,-0.064617,cycling,cycling-gisela-01.csv,11.68
11.7,1291220,7.580042,5.559336,7.450756,-0.239816,0.293642,-0.028645,cycling,cycling-gisela-01.csv,11.7
11.72,1291240,7.963115,5.372589,7.101202,-0.250075,0.15628,0.042634,cycling,cycling-gisela-01.csv,11.72
11.74,1291260,7.627927,5.415684,7.134721,-0.194917,0.0429,0.103521,cycling,cycling-gisela-01.csv,11.74
11.76,1291280,6.900089,5.252879,7.225701,-0.122173,-0.027312,0.141358,cycling,cycling-gisela-01.csv,11.76
11.78,1291300,6.454768,5.161899,7.201759,-0.070746,-0.067548,0.14309,cycling,cycling-gisela-01.csv,11.78
11.8,1291320,6.426037,5.200206,7.005434,-0.031709,-0.115778,0.112181,cycling,cycling-gisela-01.csv,11.8
11.82,1291340,6.263232,5.24809,6.861782,-0.003597,-0.14762,0.062219,cycling,cycling-gisela-01.csv,11.82
11.84,1291360,5.889736,5.257667,6.742072,0.006662,-0.156014,0.02638,cycling,cycling-gisela-01.csv,11.84
11.86,1291380,5.650316,5.396531,6.766014,0.009326,-0.124971,0.008527,cycling,cycling-gisela-01.csv,11.86
11.88,1291400,5.932832,5.535394,6.694188,0.011325,-0.10472,0.006662,cycling,cycling-gisela-01.csv,11.88
11.9,1291420,6.459556,5.568913,6.512228,0.003464,-0.102455,0.043167,cycling,cycling-gisela-01.csv,11.9
11.92,1291440,6.584054,5.444415,6.421249,0.006528,-0.085934,0.132432,cycling,cycling-gisela-01.csv,11.92
11.94,1291460,6.373365,5.343858,6.469133,-0.003198,-0.055025,0.211038,cycling,cycling-gisela-01.csv,11.94
11.96,1291480,6.004658,5.300763,6.531382,-0.017054,-0.00493,0.226493,cycling,cycling-gisela-01.csv,11.96
11.98,1291500,6.047753,5.209783,6.330269,-0.038237,0.009326,0.20411,cycling,cycling-gisela-01.csv,11.98
12.0,1291520,5.750873,5.147533,6.119579,-0.086334,0.008793,0.179462,cycling,cycling-gisela-01.csv,12.0
12.02,1291540,5.33907,5.228937,6.05733,-0.105786,0.005862,0.116178,cycling,cycling-gisela-01.csv,12.02
12.04,1291560,5.650316,5.272032,5.870583,-0.087,0.000799,0.033441,cycling,cycling-gisela-01.csv,12.04
12.06,1291580,5.942409,5.343858,5.803545,-0.076874,0.037704,0.007594,cycling,cycling-gisela-01.csv,12.06
12.08,1291600,5.995081,5.511452,5.971139,-0.078207,0.078606,-0.010658,cycling,cycling-gisela-01.csv,12.08
12.1,1291620,6.076484,5.530606,6.320693,-0.092596,0.122972,-0.039436,cycling,cycling-gisela-01.csv,12.1
12.12,1291640,6.449979,5.655105,6.531382,-0.123239,0.159078,-0.060087,cycling,cycling-gisela-01.csv,12.12
12.14,1291660,7.000646,5.726931,6.670246,-0.146288,0.166539,-0.063418,cycling,cycling-gisela-01.csv,12.14
12.16,1291680,7.426814,5.683835,6.679823,-0.166939,0.14389,-0.050228,cycling,cycling-gisela-01.csv,12.16
12.18,1291700,7.594408,5.650316,6.694188,-0.184525,0.094994,-0.023582,cycling,cycling-gisela-01.csv,12.18
12.2,1291720,7.345411,5.688623,6.651093,-0.194384,0.061153,0.009193,cycling,cycling-gisela-01.csv,12.2
12.22,1291740,6.919243,5.688623,6.722919,-0.190521,0.040502,0.020118,cycling,cycling-gisela-01.csv,12.22
12.24,1291760,6.526594,5.521029,6.823475,-0.192253,0.028511,0.010658,cycling,cycling-gisela-01.csv,12.24
12.26,1291780,6.483498,5.406107,6.785168,-0.207974,-0.005596,0.010925,cycling,cycling-gisela-01.csv,12.26
12.28,1291800,6.679823,5.544971,6.727707,-0.215835,-0.043833,0.010525,cycling,cycling-gisela-01.csv,12.28
12.3,1291820,6.449979,5.621585,6.789956,-0.213037,-0.081271,-0.006262,cycling,cycling-gisela-01.csv,12.3
12.32,1291840,6.344635,5.511452,6.756437,-0.19172,-0.123905,-0.027845,cycling,cycling-gisela-01.csv,12.32
12.34,1291860,6.330269,5.286397,6.646304,-0.172135,-0.144556,-0.005862,cycling,cycling-gisela-01.csv,12.34
12.36,1291880,6.320693,5.152322,6.540959,-0.145489,-0.155081,0.026247,cycling,cycling-gisela-01.csv,12.36
12.38,1291900,6.454768,5.181053,6.497863,-0.128168,-0.184259,0.029044,cycling,cycling-gisela-01.csv,12.38
12.4,1291920,6.713342,5.152322,6.349423,-0.116711,-0.211172,0.022783,cycling,cycling-gisela-01.csv,12.4
12.42,1291940,6.751649,5.051765,6.253655,-0.104986,-0.198515,0.02598,cycling,cycling-gisela-01.csv,12.42
12.44,1291960,6.574478,4.793192,6.234501,-0.080472,-0.146155,0.06475,cycling,cycling-gisela-01.csv,12.44
12.46,1291980,6.196194,4.46758,6.320693,-0.045165,-0.049828,0.112181,cycling,cycling-gisela-01.csv,12.46
12.48,1292000,5.837064,4.252102,6.53617,-0.056757,0.046498,0.136962,cycling,cycling-gisela-01.csv,12.48
12.5,1292020,5.564125,4.252102,6.607996,-0.101389,0.096193,0.13976,cycling,cycling-gisela-01.csv,12.5
12.52,1292040,5.549759,4.285621,6.761226,-0.142691,0.11298,0.118709,cycling,cycling-gisela-01.csv,12.52
12.54,1292060,5.851429,4.285621,6.828263,-0.162276,0.119242,0.089398,cycling,cycling-gisela-01.csv,12.54
12.56,1292080,6.086061,4.367024,7.015011,-0.157479,0.144956,0.059554,cycling,cycling-gisela-01.csv,12.56
12.58,1292100,6.181829,4.592079,7.311892,-0.149885,0.18226,0.017453,cycling,cycling-gisela-01.csv,12.58
12.6,1292120,6.378153,4.893748,7.522582,-0.127502,0.2177,-0.063018,cycling,cycling-gisela-01.csv,12.6
12.62,1292140,6.727707,5.114015,7.70933,-0.095527,0.242747,-0.145755,cycling,cycling-gisela-01.csv,12.62
12.64,1292160,7.25922,5.171476,7.694964,-0.057156,0.254205,-0.180928,cycling,cycling-gisela-01.csv,12.64
12.66,1292180,7.699753,5.190629,7.594408,-0.023049,0.206775,-0.156813,cycling,cycling-gisela-01.csv,12.66
12.68,1292200,7.82904,5.114015,7.608773,-0.011991,0.112047,-0.081671,cycling,cycling-gisela-01.csv,12.68
12.7,1292220,7.800309,5.056554,7.5561,-0.015855,0.00413,0.000266,cycling,cycling-gisela-01.csv,12.7
12.72,1292240,7.642292,4.855441,7.383718,-0.026513,-0.095926,0.060753,cycling,cycling-gisela-01.csv,12.72
12.74,1292260,7.273585,4.76925,7.096414,-0.037971,-0.183992,0.105253,cycling,cycling-gisela-01.csv,12.74
12.76,1292280,6.871359,4.730943,6.947973,-0.029977,-0.225294,0.119109,cycling,cycling-gisela-01.csv,12.76
12.78,1292300,6.469133,4.630386,6.847417,-0.017986,-0.228492,0.114312,cycling,cycling-gisela-01.csv,12.78
12.8,1292320,6.062119,4.616021,6.833052,-0.013723,-0.202911,0.087799,cycling,cycling-gisela-01.csv,12.8
12.82,1292340,6.124368,4.673482,6.746861,-0.007061,-0.179596,0.044233,cycling,cycling-gisela-01.csv,12.82
12.84,1292360,6.282385,4.975151,6.737284,-0.012124,-0.140292,-0.003864,cycling,cycling-gisela-01.csv,12.84
12.86,1292380,6.306327,5.018247,6.770802,-0.001732,-0.111115,-0.047031,cycling,cycling-gisela-01.csv,12.86
12.88,1292400,6.430826,5.00867,6.71813,0.003198,-0.087133,-0.033308,cycling,cycling-gisela-01.csv,12.88
12.9,1292420,6.38773,4.932055,6.71813,0.000666,-0.050894,0.008527,cycling,cycling-gisela-01.csv,12.9
12.92,1292440,6.392519,4.936844,6.852205,-0.016654,-0.0429,0.024914,cycling,cycling-gisela-01.csv,12.92
12.94,1292460,6.493075,4.936844,6.83784,-0.04743,-0.026913,0.024515,cycling,cycling-gisela-01.csv,12.94
12.96,1292480,6.382942,5.142745,6.617573,-0.063951,-0.026646,0.005462,cycling,cycling-gisela-01.csv,12.96
12.98,1292500,6.215348,5.21936,6.521805,-0.071412,-0.062086,-0.037971,cycling,cycling-gisela-01.csv,12.98
13.0,1292520,5.918467,5.24809,6.349423,-0.094994,-0.089531,-0.077008,cycling,cycling-gisela-01.csv,13.0
13.02,1292540,5.679047,5.329493,6.191406,-0.136029,-0.125904,-0.122972,cycling,cycling-gisela-01.csv,13.02
13.04,1292560,5.827487,5.3678,5.961562,-0.15708,-0.170936,-0.164008,cycling,cycling-gisela-01.csv,13.04
13.06,1292580,5.899313,5.501875,6.0286,-0.166139,-0.158812,-0.185325,cycling,cycling-gisela-01.csv,13.06
13.08,1292600,6.042965,5.659893,6.311116,-0.1736,-0.116178,-0.223296,cycling,cycling-gisela-01.csv,13.08
13.1,1292620,6.588843,5.741296,6.287174,-0.192386,-0.098991,-0.246744,cycling,cycling-gisela-01.csv,13.1
13.12,1292640,7.153875,5.78918,6.076484,-0.209972,-0.113247,-0.218499,cycling,cycling-gisela-01.csv,13.12
13.14,1292660,7.508216,5.928043,6.062119,-0.216501,-0.124971,-0.148153,cycling,cycling-gisela-01.csv,13.14
13.16,1292680,7.402872,6.05733,6.306327,-0.200113,-0.094461,-0.089132,cycling,cycling-gisela-01.csv,13.16
13.18,1292700,7.240066,5.995081,6.617573,-0.189455,-0.043167,-0.045165,cycling,cycling-gisela-01.csv,13.18
13.2,1292720,7.43639,5.693412,6.59842,-0.187723,-0.013723,0.01772,cycling,cycling-gisela-01.csv,13.2
13.22,1292740,7.364564,5.300763,6.622362,-0.190521,0.005729,0.092196,cycling,cycling-gisela-01.csv,13.22
13.24,1292760,7.091625,4.984728,6.727707,-0.209839,0.00906,0.185991,cycling,cycling-gisela-01.csv,13.24
13.26,1292780,6.828263,4.79798,6.833052,-0.213436,0.019185,0.238617,cycling,cycling-gisela-01.csv,13.26
13.28,1292800,6.799533,4.821922,6.852205,-0.19545,0.019052,0.249942,cycling,cycling-gisela-01.csv,13.28
13.3,1292820,6.761226,4.869806,6.780379,-0.163208,-0.00866,0.221164,cycling,cycling-gisela-01.csv,13.3
13.32,1292840,6.789956,5.051765,6.694188,-0.117243,-0.07421,0.165606,cycling,cycling-gisela-01.csv,13.32
13.34,1292860,6.71813,5.157111,6.842628,-0.063685,-0.130833,0.094594,cycling,cycling-gisela-01.csv,13.34
13.36,1292880,6.373365,5.24809,7.015011,-0.031576,-0.141492,0.057822,cycling,cycling-gisela-01.csv,13.36
13.38,1292900,6.397307,6.105214,7.321469,-0.007861,-0.107917,0.016254,cycling,cycling-gisela-01.csv,13.38
13.4,1292920,6.512228,6.435614,7.694964,0.095527,-0.024381,-0.031309,cycling,cycling-gisela-01.csv,13.4
13.42,1292940,6.282385,5.990293,7.642292,0.163608,0.02145,0.033574,cycling,cycling-gisela-01.csv,13.42
13.44,1292960,6.114791,5.094861,7.354988,0.177864,0.040769,0.161609,cycling,cycling-gisela-01.csv,13.44
13.46,1292980,6.354211,4.405331,6.852205,0.144822,0.019452,0.281118,cycling,cycling-gisela-01.csv,13.46
13.48,1293000,6.627151,4.103662,6.38773,0.110848,-0.015855,0.315625,cycling,cycling-gisela-01.csv,13.48
13.5,1293020,6.828263,3.739743,6.081272,0.103787,-0.066882,0.311495,cycling,cycling-gisela-01.csv,13.5
13.52,1293040,6.86657,3.529053,6.076484,0.079806,-0.124838,0.326283,cycling,cycling-gisela-01.csv,13.52
13.54,1293060,6.83784,3.524265,6.052542,0.043433,-0.144956,0.320421,cycling,cycling-gisela-01.csv,13.54
13.56,1293080,6.713342,3.888184,6.062119,0.012257,-0.124438,0.251141,cycling,cycling-gisela-01.csv,13.56
13.58,1293100,6.761226,4.280833,6.339846,0.013989,-0.085668,0.113513,cycling,cycling-gisela-01.csv,13.58
13.6,1293120,6.833052,4.501099,6.588843,0.033441,0.000666,-0.028245,cycling,cycling-gisela-01.csv,13.6
13.62,1293140,6.924031,4.616021,6.756437,0.059688,0.116178,-0.115911,cycling,cycling-gisela-01.csv,13.62
13.64,1293160,7.086837,4.596867,6.900089,0.079539,0.214369,-0.149485,cycling,cycling-gisela-01.csv,13.64
13.66,1293180,7.37893,4.802769,6.732495,0.083136,0.255404,-0.166806,cycling,cycling-gisela-01.csv,13.66
13.68,1293200,7.795521,5.353435,6.631939,0.094861,0.200913,-0.19172,cycling,cycling-gisela-01.csv,13.68
13.7,1293220,8.159439,5.386954,6.560112,0.148819,0.06968,-0.226626,cycling,cycling-gisela-01.csv,13.7
13.72,1293240,8.255207,4.951209,6.311116,0.162276,-0.047697,-0.195717,cycling,cycling-gisela-01.csv,13.72
13.74,1293260,8.015787,4.601655,5.971139,0.136029,-0.098591,-0.092462,cycling,cycling-gisela-01.csv,13.74
13.76,1293280,7.656657,4.55856,5.750873,0.096193,-0.13896,-0.021717,cycling,cycling-gisela-01.csv,13.76
13.78,1293300,7.522582,4.458004,5.568913,0.068481,-0.171335,0.013456,cycling,cycling-gisela-01.csv,13.78
13.8,1293320,7.350199,4.161122,5.406107,0.043167,-0.176531,0.068481,cycling,cycling-gisela-01.csv,13.8
13.82,1293340,7.173028,4.01747,5.214571,0.012657,-0.172268,0.116844,cycling,cycling-gisela-01.csv,13.82
13.84,1293360,6.833052,4.007894,5.386954,-0.010126,-0.140959,0.109916,cycling,cycling-gisela-01.csv,13.84
13.86,1293380,6.555324,4.256891,5.702989,-0.073011,-0.086734,0.034107,cycling,cycling-gisela-01.csv,13.86
13.88,1293400,6.713342,4.352659,5.746084,-0.129634,-0.027179,-0.054492,cycling,cycling-gisela-01.csv,13.88
13.9,1293420,7.086837,4.458004,5.683835,-0.18719,-0.019452,-0.101922,cycling,cycling-gisela-01.csv,13.9
13.92,1293440,7.082048,4.707001,5.765238,-0.253139,-0.021983,-0.132565,cycling,cycling-gisela-01.csv,13.92
13.94,1293460,6.799533,4.994305,6.0286,-0.249542,0.015455,-0.162542,cycling,cycling-gisela-01.csv,13.94
13.96,1293480,6.325481,5.257667,6.272809,-0.22676,0.12164,-0.209839,cycling,cycling-gisela-01.csv,13.96
13.98,1293500,6.335058,5.45878,6.114791,-0.181594,0.168404,-0.289778,cycling,cycling-gisela-01.csv,13.98
14.0,1293520,6.895301,5.765238,5.48751,-0.176265,0.063818,-0.385438,cycling,cycling-gisela-01.csv,14.0
14.02,1293540,6.981492,5.693412,5.324705,-0.12617,-0.042634,-0.409819,cycling,cycling-gisela-01.csv,14.02
14.04,1293560,6.622362,5.832275,5.468357,-0.132165,-0.165207,-0.394631,cycling,cycling-gisela-01.csv,14.04
14.06,1293580,6.435614,5.90889,5.635951,-0.138294,-0.197582,-0.357193,cycling,cycling-gisela-01.csv,14.06
14.08,1293600,6.588843,6.047753,5.899313,-0.158145,-0.154548,-0.324951,cycling,cycling-gisela-01.csv,14.08
14.1,1293620,6.646304,6.210559,6.05733,-0.158412,-0.050095,-0.292975,cycling,cycling-gisela-01.csv,14.1
14.12,1293640,6.627151,6.306327,6.110003,-0.164008,0.050361,-0.264464,cycling,cycling-gisela-01.csv,14.12
14.14,1293660,6.59842,6.301539,6.234501,-0.167605,0.135363,-0.247277,cycling,cycling-gisela-01.csv,14.14
14.16,1293680,6.713342,6.244078,6.205771,-0.156413,0.158945,-0.214502,cycling,cycling-gisela-01.csv,14.16
14.18,1293700,7.182605,6.244078,6.138733,-0.146554,0.131366,-0.148953,cycling,cycling-gisela-01.csv,14.18
14.2,1293720,7.307104,6.244078,6.110003,-0.127636,0.081005,-0.068881,cycling,cycling-gisela-01.csv,14.2
14.22,1293740,7.043741,6.210559,6.200983,-0.109916,0.023315,-0.008394,cycling,cycling-gisela-01.csv,14.22
14.24,1293760,6.818686,6.009446,6.291962,-0.101123,-0.002931,0.045965,cycling,cycling-gisela-01.csv,14.24
14.26,1293780,6.766014,5.712565,6.263232,-0.104587,0.003064,0.105386,cycling,cycling-gisela-01.csv,14.26
14.28,1293800,6.785168,5.415684,6.224925,-0.128302,0.002398,0.14842,cycling,cycling-gisela-01.csv,14.28
14.3,1293820,6.737284,5.233725,6.210559,-0.166139,-0.003997,0.176798,cycling,cycling-gisela-01.csv,14.3
14.32,1293840,6.703765,5.272032,6.23929,-0.211172,-0.007727,0.159611,cycling,cycling-gisela-01.csv,14.32
14.34,1293860,6.732495,5.396531,6.186617,-0.241415,-0.016521,0.096193,cycling,cycling-gisela-01.csv,14.34
14.36,1293880,6.603208,5.324705,6.306327,-0.260334,-0.017853,0.025447,cycling,cycling-gisela-01.csv,14.36
14.38,1293900,6.679823,5.152322,6.301539,-0.264464,-0.035706,-0.006262,cycling,cycling-gisela-01.csv,14.38
14.4,1293920,6.670246,5.00867,6.253655,-0.262599,-0.040502,0.005995,cycling,cycling-gisela-01.csv,14.4
14.42,1293940,6.641516,4.908113,6.344635,-0.268861,-0.056224,0.015721,cycling,cycling-gisela-01.csv,14.42
14.44,1293960,6.880936,4.893748,6.363788,-0.283116,-0.077541,0.005329,cycling,cycling-gisela-01.csv,14.44
14.46,1293980,7.101202,4.855441,6.320693,-0.281518,-0.089531,0.015188,cycling,cycling-gisela-01.csv,14.46
14.48,1294000,6.794744,4.697424,6.234501,-0.276322,-0.085534,0.045965,cycling,cycling-gisela-01.csv,14.48
14.5,1294020,6.550536,4.592079,6.191406,-0.244879,-0.079006,0.058222,cycling,cycling-gisela-01.csv,14.5
14.52,1294040,6.435614,4.515464,6.272809,-0.220897,-0.053692,0.055291,cycling,cycling-gisela-01.csv,14.52
14.54,1294060,6.349423,4.400543,6.47871,-0.201312,-0.023315,0.029178,cycling,cycling-gisela-01.csv,14.54
14.56,1294080,6.344635,4.386178,6.512228,-0.187057,0.023449,0.01319,cycling,cycling-gisela-01.csv,14.56
14.58,1294100,6.220136,4.481946,6.646304,-0.174799,0.088066,-0.00413,cycling,cycling-gisela-01.csv,14.58
14.6,1294120,6.344635,4.721366,6.890512,-0.145089,0.132432,-0.05236,cycling,cycling-gisela-01.csv,14.6
14.62,1294140,6.780379,4.865018,7.053318,-0.103121,0.198248,-0.092462,cycling,cycling-gisela-01.csv,14.62
14.64,1294160,7.082048,4.903325,7.211336,-0.062619,0.269527,-0.084469,cycling,cycling-gisela-01.csv,14.64
14.66,1294180,7.307104,4.932055,7.445967,-0.024515,0.293375,-0.061819,cycling,cycling-gisela-01.csv,14.66
14.68,1294200,7.814674,4.903325,7.335834,0.014922,0.26966,-0.031576,cycling,cycling-gisela-01.csv,14.68
14.7,1294220,8.221688,4.893748,7.120356,0.043966,0.175332,0.031176,cycling,cycling-gisela-01.csv,14.7
14.72,1294240,8.010999,4.951209,7.177817,0.055691,0.052493,0.076741,cycling,cycling-gisela-01.csv,14.72
14.74,1294260,7.522582,4.759673,7.091625,0.058089,-0.066083,0.083536,cycling,cycling-gisela-01.csv,14.74
14.76,1294280,7.13951,4.783615,6.92882,0.037038,-0.135096,0.088466,cycling,cycling-gisela-01.csv,14.76
14.78,1294300,6.775591,4.951209,6.703765,0.038104,-0.153216,0.078473,cycling,cycling-gisela-01.csv,14.78
14.8,1294320,6.612785,5.137957,6.550536,0.084602,-0.175599,0.035173,cycling,cycling-gisela-01.csv,14.8
14.82,1294340,6.473921,5.090073,6.359,0.11298,-0.178263,0.026113,cycling,cycling-gisela-01.csv,14.82
14.84,1294360,6.564901,5.075707,6.282385,0.124704,-0.15215,0.054625,cycling,cycling-gisela-01.csv,14.84
14.86,1294380,6.641516,5.023035,6.200983,0.127902,-0.109116,0.103121,cycling,cycling-gisela-01.csv,14.86
14.88,1294400,6.938396,5.056554,6.071695,0.130567,-0.091397,0.158545,cycling,cycling-gisela-01.csv,14.88
14.9,1294420,7.173028,5.0374,6.019023,0.123772,-0.074343,0.194384,cycling,cycling-gisela-01.csv,14.9
14.92,1294440,7.086837,4.893748,6.105214,0.112047,-0.03544,0.222496,cycling,cycling-gisela-01.csv,14.92
14.94,1294460,7.07726,4.821922,6.090849,0.099657,0.000133,0.221031,cycling,cycling-gisela-01.csv,14.94
14.96,1294480,6.981492,4.697424,6.033388,0.063951,0.037305,0.193985,cycling,cycling-gisela-01.csv,14.96
14.98,1294500,6.675035,4.635174,5.837064,0.025181,0.059554,0.157879,cycling,cycling-gisela-01.csv,14.98
15.0,1294520,6.291962,4.702212,5.693412,0.000133,0.071545,0.106585,cycling,cycling-gisela-01.csv,15.0
15.02,1294540,6.047753,4.879383,5.726931,-0.015721,0.082603,0.031443,cycling,cycling-gisela-01.csv,15.02
15.04,1294560,5.870583,5.061342,5.770026,-0.023182,0.099657,-0.06062,cycling,cycling-gisela-01.csv,15.04
