Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,activity,source_file,time_seconds
0.0,1279520,7.843405,5.252879,8.030152,-0.109649,0.191587,0.012391,cycling,cycling-gisela-01.csv,0.0
0.02,1279540,7.848193,4.711789,8.00621,-0.149885,0.229824,0.199847,cycling,cycling-gisela-01.csv,0.02
0.04,1279560,7.733272,4.687847,7.867347,-0.197049,0.198248,0.337874,cycling,cycling-gisela-01.csv,0.04
0.06,1279580,8.269572,4.984728,7.97748,-0.20824,0.043833,0.34347,cycling,cycling-gisela-01.csv,0.06
0.08,1279600,8.676587,4.874595,7.819463,-0.198381,-0.092995,0.245279,cycling,cycling-gisela-01.csv,0.08
0.1,1279620,8.274361,4.754885,7.570466,-0.211172,-0.218632,0.137361,cycling,cycling-gisela-01.csv,0.1
0.12,1279640,7.40766,4.625597,7.249643,-0.227825,-0.348133,0.031842,cycling,cycling-gisela-01.csv,0.12
0.14,1279660,6.947973,4.67827,6.732495,-0.249009,-0.448856,-0.065816,cycling,cycling-gisela-01.csv,0.14
0.16,1279680,6.473921,4.639963,6.445191,-0.275789,-0.493755,-0.1307,cycling,cycling-gisela-01.csv,0.16
0.18,1279700,5.846641,4.654328,6.263232,-0.279919,-0.47044,-0.165074,cycling,cycling-gisela-01.csv,0.18
0.2,1279720,5.137957,4.754885,6.335058,-0.255538,-0.340806,-0.199447,cycling,cycling-gisela-01.csv,0.2
0.22,1279740,4.620809,4.865018,6.306327,-0.266862,-0.17813,-0.245412,cycling,cycling-gisela-01.csv,0.22
0.24,1279760,4.951209,4.783615,6.291962,-0.279919,-0.092729,-0.278453,cycling,cycling-gisela-01.csv,0.24
0.26,1279780,5.468357,4.836287,6.23929,-0.308164,-0.063551,-0.269926,cycling,cycling-gisela-01.csv,0.26
0.28,1279800,5.468357,4.975151,6.449979,-0.310296,-0.039969,-0.269127,cycling,cycling-gisela-01.csv,0.28
0.3,1279820,5.588067,5.027823,6.789956,-0.310429,-0.019452,-0.295107,cycling,cycling-gisela-01.csv,0.3
0.32,1279840,5.832275,4.91769,7.149086,-0.28285,0.029977,-0.293109,cycling,cycling-gisela-01.csv,0.32
0.34,1279860,6.105214,4.898537,7.450756,-0.277121,0.084735,-0.252873,cycling,cycling-gisela-01.csv,0.34
0.36,1279880,6.459556,4.91769,7.37893,-0.326949,0.061286,-0.224894,cycling,cycling-gisela-01.csv,0.36
0.38,1279900,6.804321,4.984728,7.029376,-0.340806,-0.020118,-0.217034,cycling,cycling-gisela-01.csv,0.38
0.4,1279920,6.607996,5.003881,7.129933,-0.296839,-0.079406,-0.246345,cycling,cycling-gisela-01.csv,0.4
0.42,1279940,6.177041,5.257667,7.350199,-0.259002,-0.071945,-0.307764,cycling,cycling-gisela-01.csv,0.42
0.44,1279960,6.287174,5.60722,7.785944,-0.162942,-0.002931,-0.388369,cycling,cycling-gisela-01.csv,0.44
0.46,1279980,6.775591,5.645528,7.441179,-0.08287,0.037038,-0.431269,cycling,cycling-gisela-01.csv,0.46
0.48,1280000,6.880936,5.530606,7.13951,-0.053026,-0.009593,-0.383173,cycling,cycling-gisela-01.csv,0.48
0.5,1280020,6.59842,5.353435,7.07726,-0.006795,-0.054225,-0.298438,cycling,cycling-gisela-01.csv,0.5
0.52,1280040,6.110003,5.200206,7.292738,0.008127,-0.054891,-0.250475,cycling,cycling-gisela-01.csv,0.52
0.54,1280060,6.200983,5.161899,7.125144,0.027845,-0.043833,-0.23875,cycling,cycling-gisela-01.csv,0.54
0.56,1280080,6.540959,5.161899,6.876147,0.025047,-0.072611,-0.23542,cycling,cycling-gisela-01.csv,0.56
0.58,1280100,6.359,5.204995,6.823475,0.020384,-0.106452,-0.25607,cycling,cycling-gisela-01.csv,0.58
0.6,1280120,5.755661,5.295974,6.828263,0.029044,-0.09979,-0.300969,cycling,cycling-gisela-01.csv,0.6
0.62,1280140,5.070919,5.406107,6.876147,0.045565,-0.03424,-0.328015,cycling,cycling-gisela-01.csv,0.62
0.64,1280160,5.094861,5.535394,6.799533,0.058888,0.036639,-0.339074,cycling,cycling-gisela-01.csv,0.64
0.66,1280180,5.664681,5.521029,6.579266,0.050495,0.064884,-0.325217,cycling,cycling-gisela-01.csv,0.66
0.68,1280200,5.980716,5.396531,6.363788,0.065417,0.072478,-0.248343,cycling,cycling-gisela-01.csv,0.68
0.7,1280220,5.501875,5.372589,6.646304,0.068214,0.074743,-0.15215,cycling,cycling-gisela-01.csv,0.7
0.72,1280240,5.157111,5.377377,6.646304,0.0441,0.093129,-0.095527,cycling,cycling-gisela-01.csv,0.72
0.74,1280260,5.080496,5.568913,6.727707,0.017986,0.116977,-0.075276,cycling,cycling-gisela-01.csv,0.74
0.76,1280280,5.846641,5.717354,6.588843,-0.007727,0.105519,-0.076208,cycling,cycling-gisela-01.csv,0.76
0.78,1280300,5.980716,5.564125,6.445191,0.077674,0.174533,-0.017187,cycling,cycling-gisela-01.csv,0.78
0.8,1280320,5.382165,5.779603,6.885724,0.05609,0.219698,0.050495,cycling,cycling-gisela-01.csv,0.8
0.82,1280340,4.922479,5.928043,6.799533,0.058622,0.286047,0.077274,cycling,cycling-gisela-01.csv,0.82
0.84,1280360,5.3678,6.220136,6.924031,0.114712,0.310429,0.082337,cycling,cycling-gisela-01.csv,0.84
0.86,1280380,6.124368,6.191406,6.569689,0.107651,0.265796,0.103254,cycling,cycling-gisela-01.csv,0.86
0.88,1280400,5.985504,6.157887,6.722919,0.150418,0.250075,0.143224,cycling,cycling-gisela-01.csv,0.88
0.9,1280420,5.147533,6.162675,6.804321,0.214636,0.278853,0.166406,cycling,cycling-gisela-01.csv,0.9
0.92,1280440,4.903325,6.617573,7.005434,0.270193,0.298305,0.150818,cycling,cycling-gisela-01.csv,0.92
0.94,1280460,6.023811,6.737284,6.919243,0.273124,0.201979,0.051294,cycling,cycling-gisela-01.csv,0.94
0.96,1280480,6.272809,6.435614,6.229713,0.245012,0.146288,0.046364,cycling,cycling-gisela-01.csv,0.96
0.98,1280500,5.137957,6.282385,6.153099,0.192919,0.070879,0.138694,cycling,cycling-gisela-01.csv,0.98
1.0,1280520,4.242526,6.488286,6.100426,0.107917,0.003597,0.178263,cycling,cycling-gisela-01.csv,1.0
1.02,1280540,4.946421,6.861782,6.349423,0.004397,-0.07381,0.127636,cycling,cycling-gisela-01.csv,1.02
1.04,1280560,6.105214,6.612785,6.042965,-0.072478,-0.034773,0.1303,cycling,cycling-gisela-01.csv,1.04
1.06,1280580,5.865794,6.402095,6.014235,-0.118975,0.062086,0.289911,cycling,cycling-gisela-01.csv,1.06
1.08,1280600,5.477933,6.665458,6.315904,-0.111381,0.144689,0.415548,cycling,cycling-gisela-01.csv,1.08
1.1,1280620,5.851429,6.493075,6.378153,-0.099124,0.206775,0.437132,cycling,cycling-gisela-01.csv,1.1
1.12,1280640,6.181829,6.26802,6.53617,-0.110715,0.231023,0.458049,cycling,cycling-gisela-01.csv,1.12
1.14,1280660,6.454768,6.359,6.670246,-0.12577,0.206242,0.47417,cycling,cycling-gisela-01.csv,1.14
1.16,1280680,6.713342,6.818686,6.359,-0.145355,0.115511,0.413816,cycling,cycling-gisela-01.csv,1.16
1.18,1280700,7.307104,7.192182,5.765238,-0.110848,-0.179196,0.28658,cycling,cycling-gisela-01.csv,1.18
1.2,1280720,7.594408,6.593631,5.568913,0.000666,-0.503747,0.322953,cycling,cycling-gisela-01.csv,1.2
1.22,1280740,6.421249,6.009446,6.0286,-0.005596,-0.477634,0.490824,cycling,cycling-gisela-01.csv,1.22
1.24,1280760,5.171476,5.942409,6.502652,-0.103654,-0.215168,0.614862,cycling,cycling-gisela-01.csv,1.24
1.26,1280780,4.462792,5.760449,6.531382,-0.191986,0.07008,0.680012,cycling,cycling-gisela-01.csv,1.26
1.28,1280800,4.927267,5.884948,6.416461,-0.211704,0.251807,0.670286,cycling,cycling-gisela-01.csv,1.28
1.3,1280820,5.793968,5.679047,6.454768,-0.171469,0.309363,0.606202,cycling,cycling-gisela-01.csv,1.3
1.32,1280840,6.473921,5.137957,6.713342,-0.151884,0.244479,0.530926,cycling,cycling-gisela-01.csv,1.32
1.34,1280860,6.545747,4.639963,7.110779,-0.159211,0.191453,0.493355,cycling,cycling-gisela-01.csv,1.34
1.36,1280880,6.330269,4.43885,7.28795,-0.185724,0.205176,0.520002,cycling,cycling-gisela-01.csv,1.36
1.38,1280900,6.497863,4.639963,7.177817,-0.169603,0.258469,0.51787,cycling,cycling-gisela-01.csv,1.38
1.4,1280920,6.856994,4.611232,7.153875,-0.1303,0.263665,0.418479,cycling,cycling-gisela-01.csv,1.4
1.42,1280940,6.919243,4.156334,7.273585,-0.110049,0.231556,0.305899,cycling,cycling-gisela-01.csv,1.42
1.44,1280960,6.813898,3.586514,7.536947,-0.128435,0.215968,0.249809,cycling,cycling-gisela-01.csv,1.44
1.46,1280980,6.794744,3.303998,7.61835,-0.156147,0.218899,0.197049,cycling,cycling-gisela-01.csv,1.46
1.48,1281000,6.871359,3.452439,7.603985,-0.196649,0.152816,0.083936,cycling,cycling-gisela-01.csv,1.48
1.5,1281020,6.80911,3.926491,7.73806,-0.219698,0.028645,-0.115378,cycling,cycling-gisela-01.csv,1.5
1.52,1281040,6.574478,4.060566,7.85777,-0.241548,-0.096326,-0.332812,cycling,cycling-gisela-01.csv,1.52
1.54,1281060,6.962338,4.29041,7.776367,-0.238084,-0.196649,-0.444593,cycling,cycling-gisela-01.csv,1.54
1.56,1281080,7.460332,4.434062,7.484274,-0.224761,-0.273257,-0.442328,cycling,cycling-gisela-01.csv,1.56
1.58,1281100,7.441179,4.764462,7.28795,-0.211704,-0.363855,-0.402225,cycling,cycling-gisela-01.csv,1.58
1.6,1281120,7.062895,5.066131,7.211336,-0.168804,-0.436199,-0.383173,cycling,cycling-gisela-01.csv,1.6
1.62,1281140,6.416461,5.200206,7.25922,-0.134963,-0.471372,-0.365453,cycling,cycling-gisela-01.csv,1.62
1.64,1281160,6.277597,5.315128,7.163452,-0.086467,-0.506545,-0.351997,cycling,cycling-gisela-01.csv,1.64
1.66,1281180,6.579266,5.12838,7.010222,-0.007328,-0.52693,-0.353729,cycling,cycling-gisela-01.csv,1.66
1.68,1281200,6.359,4.572925,6.80911,0.046231,-0.535057,-0.276721,cycling,cycling-gisela-01.csv,1.68
1.7,1281220,5.78918,4.232949,6.976704,0.023848,-0.541319,-0.190787,cycling,cycling-gisela-01.csv,1.7
1.72,1281240,6.320693,4.477157,7.072472,-0.021317,-0.59621,-0.197049,cycling,cycling-gisela-01.csv,1.72
1.74,1281260,7.082048,4.376601,6.770802,-0.03051,-0.587816,-0.241815,cycling,cycling-gisela-01.csv,1.74
1.76,1281280,6.742072,4.453215,6.564901,-0.050894,-0.541585,-0.273257,cycling,cycling-gisela-01.csv,1.76
1.78,1281300,6.124368,4.702212,6.651093,-0.069147,-0.525464,-0.360923,cycling,cycling-gisela-01.csv,1.78
1.8,1281320,6.157887,4.994305,6.560112,-0.082204,-0.497485,-0.459515,cycling,cycling-gisela-01.csv,1.8
1.82,1281340,6.258443,5.295974,6.742072,-0.0866,-0.391034,-0.49149,cycling,cycling-gisela-01.csv,1.82
1.84,1281360,6.545747,5.468357,6.799533,-0.102988,-0.267528,-0.465776,cycling,cycling-gisela-01.csv,1.84
1.86,1281380,6.876147,5.401319,6.473921,-0.136962,-0.172934,-0.403557,cycling,cycling-gisela-01.csv,1.86
1.88,1281400,6.914454,5.415684,6.090849,-0.201312,-0.082337,-0.336409,cycling,cycling-gisela-01.csv,1.88
1.9,1281420,6.679823,5.410896,5.928043,-0.239417,-0.053426,-0.269394,cycling,cycling-gisela-01.csv,1.9
1.92,1281440,6.684611,5.650316,5.884948,-0.23542,-0.122306,-0.204643,cycling,cycling-gisela-01.csv,1.92
1.94,1281460,6.641516,5.746084,5.966351,-0.227692,-0.149485,-0.176798,cycling,cycling-gisela-01.csv,1.94
1.96,1281480,6.631939,5.961562,5.813122,-0.244346,-0.146821,-0.167338,cycling,cycling-gisela-01.csv,1.96
1.98,1281500,6.679823,6.253655,5.722142,-0.248876,-0.145355,-0.122839,cycling,cycling-gisela-01.csv,1.98
2.0,1281520,6.464345,6.234501,5.779603,-0.240749,-0.132299,-0.08247,cycling,cycling-gisela-01.csv,2.0
2.02,1281540,6.325481,5.884948,5.865794,-0.230224,-0.110982,-0.03504,cycling,cycling-gisela-01.csv,2.02
2.04,1281560,6.521805,5.765238,6.090849,-0.22223,-0.041968,0.046098,cycling,cycling-gisela-01.csv,2.04
2.06,1281580,6.464345,5.731719,6.325481,-0.236885,0.05196,0.094994,cycling,cycling-gisela-01.csv,2.06
2.08,1281600,6.26802,5.655105,6.373365,-0.240083,0.117377,0.111115,cycling,cycling-gisela-01.csv,2.08
2.1,1281620,6.177041,5.564125,6.263232,-0.232489,0.156813,0.106319,cycling,cycling-gisela-01.csv,2.1
2.12,1281640,6.172252,5.343858,6.234501,-0.246078,0.158945,0.111248,cycling,cycling-gisela-01.csv,2.12
2.14,1281660,6.248867,5.195418,6.23929,-0.233821,0.174799,0.158012,cycling,cycling-gisela-01.csv,2.14
2.16,1281680,6.263232,5.310339,6.291962,-0.226093,0.196783,0.21277,cycling,cycling-gisela-01.csv,2.16
2.18,1281700,6.301539,5.516241,6.368577,-0.182793,0.194651,0.235153,cycling,cycling-gisela-01.csv,2.18
2.2,1281720,6.234501,5.48751,6.411672,-0.089665,0.217833,0.226626,cycling,cycling-gisela-01.csv,2.2
2.22,1281740,6.162675,5.319916,6.574478,-0.014655,0.231289,0.194784,cycling,cycling-gisela-01.csv,2.22
2.24,1281760,6.330269,5.152322,6.526594,0.007861,0.233421,0.152017,cycling,cycling-gisela-01.csv,2.24
2.26,1281780,6.512228,4.960786,6.53617,-0.004263,0.212237,0.12164,cycling,cycling-gisela-01.csv,2.26
2.28,1281800,6.493075,4.946421,6.521805,-0.060487,0.142291,0.110449,cycling,cycling-gisela-01.csv,2.28
2.3,1281820,6.445191,5.195418,6.540959,-0.096193,0.087133,0.06475,cycling,cycling-gisela-01.csv,2.3
2.32,1281840,6.603208,5.525817,6.47871,-0.091663,0.04823,-0.024381,cycling,cycling-gisela-01.csv,2.32
2.34,1281860,6.871359,5.635951,6.421249,-0.068081,0.011724,-0.105119,cycling,cycling-gisela-01.csv,2.34
2.36,1281880,6.904878,5.602432,6.502652,-0.062352,0.005196,-0.145755,cycling,cycling-gisela-01.csv,2.36
2.38,1281900,6.900089,5.602432,6.445191,-0.08327,0.007194,-0.173334,cycling,cycling-gisela-01.csv,2.38
2.4,1281920,6.98628,5.635951,6.277597,-0.091397,-0.001066,-0.206642,cycling,cycling-gisela-01.csv,2.4
2.42,1281940,7.07726,5.841852,6.038177,-0.10392,-0.020651,-0.215968,cycling,cycling-gisela-01.csv,2.42
2.44,1281960,6.880936,5.822699,5.999869,-0.092329,-0.020118,-0.192786,cycling,cycling-gisela-01.csv,2.44
2.46,1281980,6.531382,5.664681,6.105214,-0.084735,-0.011724,-0.166672,cycling,cycling-gisela-01.csv,2.46
2.48,1282000,6.349423,5.463568,6.205771,-0.097126,0.016654,-0.137228,cycling,cycling-gisela-01.csv,2.48
2.5,1282020,6.325481,5.358223,6.277597,-0.125104,0.039303,-0.105786,cycling,cycling-gisela-01.csv,2.5
2.52,1282040,6.373365,5.382165,6.263232,-0.155481,0.05276,-0.081138,cycling,cycling-gisela-01.csv,2.52
2.54,1282060,6.449979,5.425261,6.368577,-0.163475,0.058622,-0.068614,cycling,cycling-gisela-01.csv,2.54
2.56,1282080,6.651093,5.353435,6.38773,-0.160277,0.048896,-0.050761,cycling,cycling-gisela-01.csv,2.56
2.58,1282100,6.670246,5.363012,6.435614,-0.165606,0.027046,-0.025847,cycling,cycling-gisela-01.csv,2.58
2.6,1282120,6.483498,5.420473,6.512228,-0.173067,0.001599,-0.026513,cycling,cycling-gisela-01.csv,2.6
2.62,1282140,6.569689,5.391742,6.483498,-0.154015,-0.013323,-0.01279,cycling,cycling-gisela-01.csv,2.62
2.64,1282160,6.675035,5.540183,6.517017,-0.150152,0.006928,0.013723,cycling,cycling-gisela-01.csv,2.64
2.66,1282180,6.545747,5.60722,6.521805,-0.13936,0.013856,-0.001466,cycling,cycling-gisela-01.csv,2.66
2.68,1282200,6.421249,5.588067,6.406884,-0.115911,-0.004263,-0.012124,cycling,cycling-gisela-01.csv,2.68
2.7,1282220,6.493075,5.612009,6.26802,-0.082204,-0.001199,0.007861,cycling,cycling-gisela-01.csv,2.7
2.72,1282240,6.521805,5.573701,6.244078,-0.055691,-0.000533,0.057689,cycling,cycling-gisela-01.csv,2.72
2.74,1282260,6.248867,5.621585,6.296751,-0.015988,0.065816,0.096726,cycling,cycling-gisela-01.csv,2.74
2.76,1282280,6.205771,5.57849,6.315904,0.016254,0.143623,0.122573,cycling,cycling-gisela-01.csv,2.76
2.78,1282300,6.205771,5.559336,6.402095,-0.011858,0.191853,0.1299,cycling,cycling-gisela-01.csv,2.78
2.8,1282320,6.363788,5.425261,6.354211,-0.040502,0.179596,0.146688,cycling,cycling-gisela-01.csv,2.8
2.82,1282340,6.306327,5.190629,6.435614,-0.08247,0.1744,0.185724,cycling,cycling-gisela-01.csv,2.82
2.84,1282360,6.133945,5.046977,6.631939,-0.119508,0.177464,0.214902,cycling,cycling-gisela-01.csv,2.84
2.86,1282380,6.124368,4.970363,6.722919,-0.145622,0.199314,0.227426,cycling,cycling-gisela-01.csv,2.86
2.88,1282400,6.229713,4.865018,6.756437,-0.155881,0.2169,0.242747,cycling,cycling-gisela-01.csv,2.88
2.9,1282420,6.392519,4.879383,6.92882,-0.166273,0.206242,0.245279,cycling,cycling-gisela-01.csv,2.9
2.92,1282440,6.660669,4.683059,7.206547,-0.14802,0.185325,0.235953,cycling,cycling-gisela-01.csv,2.92
2.94,1282460,6.794744,4.501099,7.354988,-0.136828,0.183992,0.239017,cycling,cycling-gisela-01.csv,2.94
2.96,1282480,6.742072,4.390966,7.570466,-0.146954,0.179063,0.253939,cycling,cycling-gisela-01.csv,2.96
2.98,1282500,6.722919,4.352659,7.422025,-0.158279,0.161609,0.222763,cycling,cycling-gisela-01.csv,2.98
3.0,1282520,6.675035,4.304775,7.513005,-0.14389,0.136429,0.189188,cycling,cycling-gisela-01.csv,3.0
3.02,1282540,6.746861,4.338294,7.661446,-0.132165,0.143224,0.131766,cycling,cycling-gisela-01.csv,3.02
3.04,1282560,6.703765,4.261679,7.714118,-0.13523,0.140692,0.071012,cycling,cycling-gisela-01.csv,3.04
3.06,1282580,6.785168,4.22816,7.814674,-0.132432,0.131766,0.039303,cycling,cycling-gisela-01.csv,3.06
3.08,1282600,6.727707,4.213795,7.762002,-0.128835,0.108051,0.033574,cycling,cycling-gisela-01.csv,3.08
3.1,1282620,6.727707,4.146757,7.690176,-0.124838,0.065949,0.04743,cycling,cycling-gisela-01.csv,3.1
3.12,1282640,6.967127,4.094085,7.546524,-0.108983,-0.004796,0.063418,cycling,cycling-gisela-01.csv,3.12
3.14,1282660,6.909666,4.19943,7.350199,-0.097126,-0.065417,0.062219,cycling,cycling-gisela-01.csv,3.14
3.16,1282680,6.607996,4.34787,7.302315,-0.068881,-0.112314,0.017587,cycling,cycling-gisela-01.csv,3.16
3.18,1282700,6.248867,4.323928,7.273585,-0.038371,-0.122573,-0.051694,cycling,cycling-gisela-01.csv,3.18
3.2,1282720,6.315904,4.367024,7.201759,-0.019985,-0.137761,-0.106985,cycling,cycling-gisela-01.csv,3.2
3.22,1282740,6.564901,4.43885,7.13951,-0.001732,-0.134031,-0.150152,cycling,cycling-gisela-01.csv,3.22
3.24,1282760,6.545747,4.620809,7.182605,-0.000933,-0.129368,-0.194917,cycling,cycling-gisela-01.csv,3.24
3.26,1282780,6.71813,4.860229,7.082048,0.007594,-0.155614,-0.227692,cycling,cycling-gisela-01.csv,3.26
3.28,1282800,6.80911,4.960786,6.991069,0.027446,-0.160144,-0.218766,cycling,cycling-gisela-01.csv,3.28
3.3,1282820,6.684611,4.941632,6.933608,0.025714,-0.169204,-0.18679,cycling,cycling-gisela-01.csv,3.3
3.32,1282840,6.665458,4.994305,6.852205,0.027579,-0.166406,-0.152017,cycling,cycling-gisela-01.csv,3.32
3.34,1282860,6.617573,5.051765,6.80911,0.024381,-0.153616,-0.115911,cycling,cycling-gisela-01.csv,3.34
3.36,1282880,6.445191,5.094861,6.80911,0.010259,-0.108717,-0.095926,cycling,cycling-gisela-01.csv,3.36
3.38,1282900,6.110003,5.023035,6.770802,0.007328,-0.062752,-0.06142,cycling,cycling-gisela-01.csv,3.38
3.4,1282920,5.961562,4.994305,6.737284,-0.007727,-0.027845,-0.024115,cycling,cycling-gisela-01.csv,3.4
3.42,1282940,6.244078,4.965574,6.694188,-0.005329,-0.021317,0.000933,cycling,cycling-gisela-01.csv,3.42
3.44,1282960,6.607996,4.960786,6.607996,-0.014922,-0.022649,0.022649,cycling,cycling-gisela-01.csv,3.44
3.46,1282980,6.914454,4.955997,6.517017,-0.002931,-0.033841,0.051294,cycling,cycling-gisela-01.csv,3.46
3.48,1283000,6.880936,4.965574,6.454768,0.00866,-0.051161,0.075809,cycling,cycling-gisela-01.csv,3.48
3.5,1283020,6.71813,5.056554,6.540959,0.015455,-0.071012,0.046498,cycling,cycling-gisela-01.csv,3.5
3.52,1283040,6.258443,5.176264,6.655881,-0.008926,-0.069147,-0.031842,cycling,cycling-gisela-01.csv,3.52
3.54,1283060,6.138733,5.343858,6.694188,-0.1307,-0.102055,-0.109516,cycling,cycling-gisela-01.csv,3.54
3.56,1283080,6.110003,5.468357,6.445191,-0.014256,0.004397,-0.198914,cycling,cycling-gisela-01.csv,3.56
3.58,1283100,6.521805,5.540183,6.330269,0.022116,-0.011591,-0.223962,cycling,cycling-gisela-01.csv,3.58
3.6,1283120,6.742072,5.33907,6.143522,0.034507,-0.027046,-0.147887,cycling,cycling-gisela-01.csv,3.6
3.62,1283140,6.435614,5.152322,6.263232,0.031443,-0.015988,-0.034507,cycling,cycling-gisela-01.csv,3.62
3.64,1283160,6.014235,5.200206,6.449979,0.011325,0.017054,0.03011,cycling,cycling-gisela-01.csv,3.64
3.66,1283180,6.186617,5.396531,6.512228,0.002265,0.03091,0.011591,cycling,cycling-gisela-01.csv,3.66
3.68,1283200,6.540959,5.554548,6.402095,-0.001066,0.049429,-0.039836,cycling,cycling-gisela-01.csv,3.68
3.7,1283220,6.952762,5.664681,6.402095,-0.003198,0.033708,-0.067149,cycling,cycling-gisela-01.csv,3.7
3.72,1283240,6.967127,5.631162,6.469133,0.003198,0.031043,-0.036372,cycling,cycling-gisela-01.csv,3.72
3.74,1283260,6.981492,5.602432,6.50744,0.006395,-0.001466,0.017054,cycling,cycling-gisela-01.csv,3.74
3.76,1283280,7.010222,5.655105,6.464345,0.008127,-0.052227,0.068614,cycling,cycling-gisela-01.csv,3.76
3.78,1283300,6.818686,5.645528,6.454768,0.000666,-0.042501,0.095793,cycling,cycling-gisela-01.csv,3.78
3.8,1283320,6.847417,5.530606,6.512228,-0.021317,-0.023449,0.127236,cycling,cycling-gisela-01.csv,3.8
3.82,1283340,7.024588,5.3678,6.426037,-0.06102,-0.011991,0.16947,cycling,cycling-gisela-01.csv,3.82
3.84,1283360,6.876147,5.252879,6.421249,-0.081404,-0.001865,0.183459,cycling,cycling-gisela-01.csv,3.84
3.86,1283380,6.540959,5.214571,6.306327,-0.10392,0.011991,0.148686,cycling,cycling-gisela-01.csv,3.86
3.88,1283400,6.339846,5.501875,6.229713,-0.110982,0.01279,0.067548,cycling,cycling-gisela-01.csv,3.88
3.9,1283420,6.296751,5.468357,6.210559,-0.103387,-0.001466,-0.013456,cycling,cycling-gisela-01.csv,3.9
3.92,1283440,6.191406,5.276821,6.200983,-0.095127,-0.00373,-0.064884,cycling,cycling-gisela-01.csv,3.92
3.94,1283460,6.253655,5.286397,6.263232,-0.0874,-0.020118,-0.092596,cycling,cycling-gisela-01.csv,3.94
3.96,1283480,6.502652,5.329493,6.311116,-0.100723,-0.0433,-0.111648,cycling,cycling-gisela-01.csv,3.96
3.98,1283500,6.80911,5.377377,6.344635,-0.135496,-0.064617,-0.102188,cycling,cycling-gisela-01.csv,3.98
4.0,1283520,6.756437,5.300763,6.512228,-0.151884,-0.053426,-0.083669,cycling,cycling-gisela-01.csv,4.0
4.02,1283540,6.651093,5.358223,6.469133,-0.184126,-0.03051,-0.100057,cycling,cycling-gisela-01.csv,4.02
4.04,1283560,6.919243,5.3678,6.368577,-0.216368,-0.060087,-0.130833,cycling,cycling-gisela-01.csv,4.04
4.06,1283580,6.976704,5.166687,6.258443,-0.227292,-0.093662,-0.117243,cycling,cycling-gisela-01.csv,4.06
4.08,1283600,6.703765,5.137957,6.244078,-0.238084,-0.113913,-0.073943,cycling,cycling-gisela-01.csv,4.08
4.1,1283620,6.488286,5.013458,6.296751,-0.238217,-0.109649,-0.039037,cycling,cycling-gisela-01.csv,4.1
4.12,1283640,6.014235,4.960786,6.545747,-0.229957,-0.033308,-0.024248,cycling,cycling-gisela-01.csv,4.12
4.14,1283660,6.05733,4.912902,6.655881,-0.212104,0.025047,-0.011458,cycling,cycling-gisela-01.csv,4.14
4.16,1283680,6.167464,4.865018,6.631939,-0.193718,0.103654,0.016654,cycling,cycling-gisela-01.csv,4.16
4.18,1283700,6.277597,4.865018,6.761226,-0.155081,0.162809,0.033974,cycling,cycling-gisela-01.csv,4.18
4.2,1283720,6.526594,4.865018,6.756437,-0.148953,0.153749,0.017587,cycling,cycling-gisela-01.csv,4.2
4.22,1283740,6.679823,4.836287,6.852205,-0.121907,0.150551,0.00906,cycling,cycling-gisela-01.csv,4.22
4.24,1283760,6.603208,4.783615,7.096414,-0.098724,0.156014,0.018652,cycling,cycling-gisela-01.csv,4.24
4.26,1283780,6.670246,4.932055,7.31668,-0.096992,0.176531,0.014922,cycling,cycling-gisela-01.csv,4.26
4.28,1283800,6.86657,5.00867,7.43639,-0.091663,0.193452,-0.005596,cycling,cycling-gisela-01.csv,4.28
4.3,1283820,7.096414,4.912902,7.460332,-0.092063,0.180262,0.001332,cycling,cycling-gisela-01.csv,4.3
4.32,1283840,7.354988,4.874595,7.455544,-0.088732,0.136562,0.037438,cycling,cycling-gisela-01.csv,4.32
4.34,1283860,7.503428,4.807557,7.455544,-0.085934,0.076075,0.07794,cycling,cycling-gisela-01.csv,4.34
4.36,1283880,7.431602,4.711789,7.374141,-0.080072,-0.001998,0.102855,cycling,cycling-gisela-01.csv,4.36
4.38,1283900,7.383718,4.582502,7.206547,-0.073277,-0.086867,0.11298,cycling,cycling-gisela-01.csv,4.38
4.4,1283920,7.225701,4.582502,7.024588,-0.062485,-0.143623,0.105919,cycling,cycling-gisela-01.csv,4.4
4.42,1283940,7.024588,4.572925,6.861782,-0.035173,-0.197982,0.062619,cycling,cycling-gisela-01.csv,4.42
4.44,1283960,6.71813,4.55856,6.761226,-0.024248,-0.216634,0.022516,cycling,cycling-gisela-01.csv,4.44
4.46,1283980,6.584054,4.563348,6.761226,-0.018919,-0.212104,-0.011325,cycling,cycling-gisela-01.csv,4.46
4.48,1284000,6.670246,4.58729,6.742072,-0.015322,-0.204776,-0.04783,cycling,cycling-gisela-01.csv,4.48
4.5,1284020,6.775591,4.711789,6.6894,-0.024781,-0.195184,-0.087133,cycling,cycling-gisela-01.csv,4.5
4.52,1284040,6.631939,4.778827,6.53617,-0.031443,-0.174533,-0.108717,cycling,cycling-gisela-01.csv,4.52
4.54,1284060,6.449979,4.745308,6.550536,-0.036505,-0.157479,-0.136962,cycling,cycling-gisela-01.csv,4.54
4.56,1284080,6.493075,4.903325,6.473921,-0.040369,-0.13856,-0.164141,cycling,cycling-gisela-01.csv,4.56
